0 (6_8_10_5) 450.8154952560865
1 (4_9_10_12_11_2) 0.0
2 (5_10_12_11_2) 1214.532115308811
3 (6_5_10_12_3) 0.0
4 (5_10_12_3) 404.84403843627035
5 (6_7_9_10_5) 0.0
6 (5_10_9_11_2) 0.0
7 (4_9_11_12_3) 0.0
8 (6_7_9_11_2) 2245.043837312674
9 (5_10_9_11_12_3) 0.0
10 (6_8_10_9_4) 0.0
11 (6_8_10_5_10_9_4) 0.0
12 (6_8_10_9_10_12_3) 0.0
13 (4_9_11_2) 868.2528018369451
14 (4_9_10_5) 890.8175369559997
15 (6_8_10_12_3) 0.0
16 (6_7_9_10_12_11_2) 0.0
17 (6_7_1) 450.81549525608625
18 (6_5) 90.16309905121729
19 (6_8_10_9_10_12_11_2) 0.0
20 (6_8_10_9_11_2) 0.0
21 (6_7_9_10_12_3) 0.0
22 (6_8_10_5_10_12_3) 0.0
23 (5_10_9_4) 0.0
24 (4_9_10_12_3) 404.84403843627035
25 (6_8_10_12_11_2) 0.0
26 (6_7_9_4) 1812.295619992104
27 (6_5_10_9_4) 0.0
