0 (6_8_10_5) 455.7144461800363
1 (4_9_10_12_11_2) 0.0
2 (5_10_12_11_2) 1398.8582340242467
3 (6_5_10_12_3) 0.0
4 (5_10_12_3) 246.85733541604355
5 (6_7_9_10_5) 0.0
6 (5_10_9_11_2) 0.0
7 (4_9_11_12_3) 0.0
8 (6_7_9_11_2) 2269.7151201361885
9 (5_10_9_11_12_3) 0.0
10 (6_8_10_9_4) 0.0
11 (6_8_10_5_10_9_4) 0.0
12 (6_8_10_9_10_12_3) 0.0
13 (4_9_11_2) 706.285329167913
14 (4_9_10_5) 905.1435631921604
15 (6_8_10_12_3) 0.0
16 (6_7_9_10_12_11_2) 0.0
17 (6_7_1) 455.714446180036
18 (6_5) 91.14288923600726
19 (6_8_10_9_10_12_11_2) 0.0
20 (6_8_10_9_11_2) 0.0
21 (6_7_9_10_12_3) 0.0
22 (6_8_10_5_10_12_3) 0.0
23 (5_10_9_4) 0.0
24 (4_9_10_12_3) 576.0004493041016
25 (6_8_10_12_11_2) 0.0
26 (6_7_9_4) 1831.7148954841382
27 (6_5_10_9_4) 0.0
